gigId,calendarEventId,calendarId,sourceCalendarName,venueSiteId,venueName,gigDate,startTime,endTime,status,address,location,summary,description,isPrivateEvent,isAllDay,sourceUrl,lastSeenAt,updatedAt
justdeedeemusic-gmail-com-6rid9hbi8eoa20k8hu2ijs2hte-google-com,6rid9hbi8eoa20k8hu2ijs2hte@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Day Dream Farm Winery,2025-05-31,1:00pm,4:00pm,COMPLETED,,,Day Dream Farm Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-49ako0jvojomd9bc9ovicjuj7n-google-com,49ako0jvojomd9bc9ovicjuj7n@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Pint and Pie Works,2025-06-07,6:00pm,9:00pm,COMPLETED,,,Pint and Pie Works,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-2pm9miu9g9jlaaac49jrsear6r-google-com,2pm9miu9g9jlaaac49jrsear6r@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brew Kettle Brunswick,2025-06-08,1:00pm,4:00pm,COMPLETED,,,Brew Kettle Brunswick,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-733d1oarsppi7d9s8p8t0lfjir-google-com,733d1oarsppi7d9s8p8t0lfjir@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Little Birdie Wine Nest,2025-06-11,6:30pm,8:30pm,COMPLETED,,,Little Birdie Wine Nest,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-853b6e99-8ba3-4c49-a5ff-88aaa1e5eb56,853B6E99-8BA3-4C49-A5FF-88AAA1E5EB56,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Castaway Craigs - Lake Milton,2025-06-14,2:00pm,5:00pm,COMPLETED,,,Castaway Craigs - Lake Milton,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-hcobekjr7j07kqmptuqga6qisk-google-com,hcobekjr7j07kqmptuqga6qisk@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus,2025-06-15,3:00pm,6:00pm,COMPLETED,,,Das Weinhaus,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-1r4d1br7p5hn6domji9nefr53s-google-com,1r4d1br7p5hn6domji9nefr53s@google.com,jddm-web-events,JDDM Web Events,,JDDM 2025 Summer Tour; June 20th - July 6th,2025-06-20,,,COMPLETED,,,JDDM 2025 Summer Tour; June 20th - July 6th,,,TRUE,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-16l1qeond5s2i90vr2tijg1nh5-google-com,16l1qeond5s2i90vr2tijg1nh5@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Peninsula Coffee House and Market,2025-07-12,5:00pm,7:00pm,COMPLETED,,,Peninsula Coffee House and Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-30cbrbor5hlc47tliee7nc3ums-google-com,30cbrbor5hlc47tliee7nc3ums@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Seville Farmers Market,2025-07-12,9:00am,12:00pm,COMPLETED,,,Seville Farmers Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-s7vo728cc4tdakvtl4t5d6g5b0-google-com,s7vo728cc4tdakvtl4t5d6g5b0@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Private Event,2025-07-13,,,COMPLETED,,,Private party,,TRUE,TRUE,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-87f5fe47-60de-4bd2-9bfe-f20f09b2da19,87F5FE47-60DE-4BD2-9BFE-F20F09B2DA19,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Castaway Craigs - Lake Milton,2025-07-19,2:00pm,5:00pm,COMPLETED,,,Castaway Craigs - Lake Milton,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1mso4k7smn96mgiub0grd09s5m-google-com,1mso4k7smn96mgiub0grd09s5m@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus,2025-07-20,2:00pm,6:00pm,COMPLETED,,,Das Weinhaus,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3hqiavl6urrgn1bvf8qbib25n0-google-com,3hqiavl6urrgn1bvf8qbib25n0@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Bummin' Beaver Brewery,2025-07-26,6:00pm,9:00pm,COMPLETED,"11610 E Washington St, Chagrin Falls, OH 44023","11610 E Washington St, Chagrin Falls, OH 44023",Bummin' Beaver Brewery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-0ue41qd5foabjbu696nv5rd95l-google-com,0ue41qd5foabjbu696nv5rd95l@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brew Kettle Brunswick,2025-07-27,1:00pm,4:00pm,COMPLETED,,,Brew Kettle Brunswick,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1o37oqov62fmdb92r0r476676p-google-com,1o37oqov62fmdb92r0r476676p@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Village Inn,2025-08-01,8:00pm,11:00pm,COMPLETED,,,Village Inn,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-7aqosovt6ih884tpnbipo2m4ft-google-com,7aqosovt6ih884tpnbipo2m4ft@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Lorain Summer Market,2025-08-09,11:00am,3:00pm,COMPLETED,,,Lorain Summer Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-5a4qrhi39af95d1d1u0knen45b-google-com,5a4qrhi39af95d1d1u0knen45b@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brighton Brewing,2025-08-15,7:00pm,10:00pm,COMPLETED,,,Brighton Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-6b119g9gsd59rkhsocjdgebck0-google-com,6b119g9gsd59rkhsocjdgebck0@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus,2025-08-17,2:00pm,6:00pm,COMPLETED,,,Das Weinhaus,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-2b2qs55he720h3ll9mep68h2el-google-com,2b2qs55he720h3ll9mep68h2el@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Styx,2025-08-20,6:00pm,9:00pm,COMPLETED,,,Styx,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-3q6l7tutdk2gu3ishe9s6sk5ho-google-com,3q6l7tutdk2gu3ishe9s6sk5ho@google.com,jddm-web-events,JDDM Web Events,,Private Event,2025-08-20,6:00pm,9:00pm,COMPLETED,,,JDDM 2025 Scheduled Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-34n8jc8r805212u5dhedipp29f-google-com,34n8jc8r805212u5dhedipp29f@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Old Fish House-Huron,2025-08-22,6:00pm,9:00pm,COMPLETED,,,Old Fish House-Huron,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-15sm57qqqrk3g95dcuqgr5lmmr-google-com,15sm57qqqrk3g95dcuqgr5lmmr@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Bummin' Beaver Brewery,2025-08-23,6:00pm,9:00pm,COMPLETED,"11610 E Washington St, Chagrin Falls, OH 44023","11610 E Washington St, Chagrin Falls, OH 44023",Bummin' Beaver Brewery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-5mhno5jlrpoj3ee7gtvg93oa9p-google-com,5mhno5jlrpoj3ee7gtvg93oa9p@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brew Kettle Brunswick,2025-08-24,4:00pm,7:00pm,COMPLETED,,,Brew Kettle Brunswick,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-23ftd4i3m2hsnl3qfspmjsjr40-google-com,23ftd4i3m2hsnl3qfspmjsjr40@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Return from Vegas,2025-08-29,5:00pm,10:00pm,COMPLETED,,,Return from Vegas,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-5b8f2ac4-df92-48ac-a93a-2c6e1753320e,5B8F2AC4-DF92-48AC-A93A-2C6E1753320E,jddm-web-events,JDDM Web Events,,Private Event,2025-08-29,5:00pm,10:00pm,COMPLETED,,,JDDM 2025 Scheduled Private Event,,TRUE,,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1jilu931igmrrcn283kmoa8nlu-google-com,1jilu931igmrrcn283kmoa8nlu@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Pint and Pie Works,2025-08-30,6:00pm,9:00pm,COMPLETED,,,Pint and Pie Works,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-kae1mq01ga2or1gg8agne1gquk-google-com,kae1mq01ga2or1gg8agne1gquk@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Seville Farmers Market,2025-08-30,9:00am,12:00pm,COMPLETED,,,Seville Farmers Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3oafiq7v2mhe0louoe191uui8l-google-com,3oafiq7v2mhe0louoe191uui8l@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Main Street Wooster,2025-09-05,6:00pm,8:00pm,COMPLETED,,,Main Street Wooster,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-80043f15-56ea-4672-b45e-cddf835d3a4e,80043F15-56EA-4672-B45E-CDDF835D3A4E,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Hoppy Dude Brews,2025-09-06,6:00pm,9:00pm,COMPLETED,,,Hoppy Dude Brews,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-51kj2o2bcqlhcq2db6oot47n12-google-com,51kj2o2bcqlhcq2db6oot47n12@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Peninsula Coffee House and Market,2025-09-13,5:00pm,7:00pm,COMPLETED,,,Peninsula Coffee House and Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-gr9rep5gvk7tr523lrudbvrg98-google-com,gr9rep5gvk7tr523lrudbvrg98@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Seville Farmers Market,2025-09-13,9:00am,12:00pm,COMPLETED,,,Seville Farmers Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-06m8rqkg5dife3fsc5alqt9hfk-google-com,06m8rqkg5dife3fsc5alqt9hfk@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus,2025-09-14,3:00pm,6:00pm,COMPLETED,,,Das Weinhaus,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-4hvpsl3fmhisfep2e9gorm6pft-google-com,4hvpsl3fmhisfep2e9gorm6pft@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Little Birdie Wine Nest,2025-09-17,6:30pm,8:30pm,COMPLETED,,,Little Birdie Wine Nest,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-r8umgvt4gvnclvdjq34vrt94e0-google-com,r8umgvt4gvnclvdjq34vrt94e0@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Mastropietro Winery,2025-09-19,6:00pm,9:00pm,COMPLETED,,,Mastropietro Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-125llr2g2venqsj6t2bph6a3q2-google-com,125llr2g2venqsj6t2bph6a3q2@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Medina Brewing Company,2025-09-27,7:00pm,10:00pm,COMPLETED,,,Medina Brewing Company,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-7bel4kq80313ab7gmdlso0hm5k-google-com,7bel4kq80313ab7gmdlso0hm5k@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Red Eagle Distillery,2025-10-10,6:00pm,9:00pm,COMPLETED,,,Red Eagle Distillery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-57ldagvo54g5a0co8ffr5bhdr5-google-com,57ldagvo54g5a0co8ffr5bhdr5@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Baci Winery,2025-10-12,2:00pm,5:00pm,COMPLETED,,,Baci Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3mbv8pg473a8ns4l0an8lmeaue-google-com,3mbv8pg473a8ns4l0an8lmeaue@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,South River Vineyard,2025-10-18,6:00pm,9:00pm,COMPLETED,,,South River Vineyard,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-02qd4iqfi0b9umjkluj8i74u3s-google-com,02qd4iqfi0b9umjkluj8i74u3s@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2025-10-19,3:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-571id1d3ma1vlpu132e0402gtp-google-com,571id1d3ma1vlpu132e0402gtp@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brighton Brewing,2025-10-22,7:00pm,9:00pm,COMPLETED,,,Brighton Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-0ucabrv91eifn595o23r3tudgu-google-com,0ucabrv91eifn595o23r3tudgu@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,The Willoughby Tavern,2025-10-24,6:00pm,9:00pm,COMPLETED,,,The Willoughby Tavern,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1bv0cembmds4ddel1ure2c568p-google-com,1bv0cembmds4ddel1ure2c568p@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Markko Vineyard,2025-10-25,1:00pm,4:00pm,COMPLETED,,,Markko Vineyard,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-4hskhoag9ugo6adrqbf287fabr-google-com,4hskhoag9ugo6adrqbf287fabr@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Peninsula Coffee House and Market,2025-11-01,5:00pm,7:00pm,COMPLETED,,,Peninsula Coffee House and Market,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-2f4d7ba92tb8vgv21ubhe47hj9-google-com,2f4d7ba92tb8vgv21ubhe47hj9@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Seville's Christmas Preview,2025-11-08,11:30am,1:30pm,COMPLETED,"Seville, OH 44273, USA","Seville, OH 44273, USA",Seville's Christmas Preview,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-34ot58pm6es1ip6lo1tfvq7evt-google-com,34ot58pm6es1ip6lo1tfvq7evt@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2025-11-16,3:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-63c17246rnk7rkqml5oo8sguha-google-com,63c17246rnk7rkqml5oo8sguha@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Halliday Winery,2025-11-28,6:00pm,9:00pm,COMPLETED,,,Halliday Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-6cr46ek5qcdfq5m7o1kom8u65s-google-com,6cr46ek5qcdfq5m7o1kom8u65s@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Brighton Brewing,2025-12-03,7:00pm,9:00pm,COMPLETED,,,Brighton Brewing,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-4s1o5julcfno5dqdgjqfqvdir6-google-com,4s1o5julcfno5dqdgjqfqvdir6@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Pint and Pie Works,2025-12-06,6:00pm,9:00pm,COMPLETED,,,Pint and Pie Works,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-1pn39efsk7865lvgpb4fgg7v8k-google-com,1pn39efsk7865lvgpb4fgg7v8k@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Markko Vineyard,2025-12-13,2:00pm,5:00pm,COMPLETED,,,Markko Vineyard,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-7adpk1qknh9f1e6cd7tqujl5na-google-com,7adpk1qknh9f1e6cd7tqujl5na@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,CountyLine Saloon,2025-12-19,6:00pm,9:00pm,COMPLETED,,,CountyLine Saloon,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-2id16caeph072n4fb6l9ud80pa-google-com,2id16caeph072n4fb6l9ud80pa@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2025-12-21,3:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-3ocbcjhrf1e9orgmqufgoamih1-google-com,3ocbcjhrf1e9orgmqufgoamih1@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,JDDM Holiday Tour,2025-12-22,,,COMPLETED,,,JDDM Holiday Tour,,,TRUE,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
jddm-web-events-5r17uskdlr6dulgptqrcnm772i-google-com,5r17uskdlr6dulgptqrcnm772i@google.com,jddm-web-events,JDDM Web Events,,JDDM Holiday Tour,2025-12-22,,,COMPLETED,,,JDDM Holiday Tour,,,TRUE,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-5risdovs5pdcc8ug93njbmicg2-google-com,5risdovs5pdcc8ug93njbmicg2@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Halliday Winery,2026-01-16,6:00pm,9:00pm,COMPLETED,,,Halliday Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-39ujmnu2cjn64hr61mq35ghfsu-google-com,39ujmnu2cjn64hr61mq35ghfsu@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus Open Mic,2026-01-18,3:00pm,6:00pm,COMPLETED,,,Das Weinhaus Open Mic,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-7lg4e16eniakn89dcd08hti8ru-google-com,7lg4e16eniakn89dcd08hti8ru@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Das Weinhaus,2026-01-30,6:00pm,9:00pm,COMPLETED,,,JustDeeDeeMusic Live @ Das Weinhaus,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-19d3o15c095bb3sj9vjg76h8b6-google-com,19d3o15c095bb3sj9vjg76h8b6@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Tipsy Flamingo,2026-01-31,5:00pm,7:00pm,COMPLETED,,,Tipsy Flamingo,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-0bfau4b8sd9fcchuecbdnpam6b-google-com,0bfau4b8sd9fcchuecbdnpam6b@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Ridge & Rail,2026-02-05,6:00pm,9:00pm,COMPLETED,,,Ridge & Rail,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
justdeedeemusic-gmail-com-63n85a4q4sv4smdllsfe9lumer-google-com,63n85a4q4sv4smdllsfe9lumer@google.com,justdeedeemusic-gmail-com,justdeedeemusic@gmail.com,,Carso Rosso Winery,2026-02-07,5:00pm,8:00pm,COMPLETED,,,Carso Rosso Winery,,,,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics,2026-05-07T14:04:15.615Z,2026-05-07T14:04:15.615Z
