calendarEventId,sourceCalendarName,eventDate,eventTime,eventEndTime,status,venueName,summary,location,isPrivateEvent,isAllDay,sourceUrl
3mbv8pg473a8ns4l0an8lmeaue@google.com,justdeedeemusic@gmail.com,2025-10-18,6:00pm,9:00pm,COMPLETED,South River Vineyard,South River Vineyard,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
02qd4iqfi0b9umjkluj8i74u3s@google.com,justdeedeemusic@gmail.com,2025-10-19,3:00pm,6:00pm,COMPLETED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
571id1d3ma1vlpu132e0402gtp@google.com,justdeedeemusic@gmail.com,2025-10-22,7:00pm,9:00pm,COMPLETED,Brighton Brewing,Brighton Brewing,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0ucabrv91eifn595o23r3tudgu@google.com,justdeedeemusic@gmail.com,2025-10-24,6:00pm,9:00pm,COMPLETED,The Willoughby Tavern,The Willoughby Tavern,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1bv0cembmds4ddel1ure2c568p@google.com,justdeedeemusic@gmail.com,2025-10-25,1:00pm,4:00pm,COMPLETED,Markko Vineyard,Markko Vineyard,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4hskhoag9ugo6adrqbf287fabr@google.com,justdeedeemusic@gmail.com,2025-11-01,5:00pm,7:00pm,COMPLETED,Peninsula Coffee House and Market,Peninsula Coffee House and Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
2f4d7ba92tb8vgv21ubhe47hj9@google.com,justdeedeemusic@gmail.com,2025-11-08,11:30am,1:30pm,COMPLETED,Seville's Christmas Preview,Seville's Christmas Preview,"Seville, OH 44273, USA",false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
34ot58pm6es1ip6lo1tfvq7evt@google.com,justdeedeemusic@gmail.com,2025-11-16,3:00pm,6:00pm,COMPLETED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
63c17246rnk7rkqml5oo8sguha@google.com,justdeedeemusic@gmail.com,2025-11-28,6:00pm,9:00pm,COMPLETED,Halliday Winery,Halliday Winery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
6cr46ek5qcdfq5m7o1kom8u65s@google.com,justdeedeemusic@gmail.com,2025-12-03,7:00pm,9:00pm,COMPLETED,Brighton Brewing,Brighton Brewing,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4s1o5julcfno5dqdgjqfqvdir6@google.com,justdeedeemusic@gmail.com,2025-12-06,6:00pm,9:00pm,COMPLETED,Pint and Pie Works,Pint and Pie Works,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1pn39efsk7865lvgpb4fgg7v8k@google.com,justdeedeemusic@gmail.com,2025-12-13,2:00pm,5:00pm,COMPLETED,Markko Vineyard,Markko Vineyard,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7adpk1qknh9f1e6cd7tqujl5na@google.com,justdeedeemusic@gmail.com,2025-12-19,6:00pm,9:00pm,COMPLETED,CountyLine Saloon,CountyLine Saloon,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
2id16caeph072n4fb6l9ud80pa@google.com,justdeedeemusic@gmail.com,2025-12-21,3:00pm,6:00pm,COMPLETED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
3ocbcjhrf1e9orgmqufgoamih1@google.com,justdeedeemusic@gmail.com,2025-12-22,,,COMPLETED,JDDM Holiday Tour,JDDM Holiday Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5r17uskdlr6dulgptqrcnm772i@google.com,JDDM Web Events,2025-12-22,,,COMPLETED,JDDM Holiday Tour,JDDM Holiday Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
5risdovs5pdcc8ug93njbmicg2@google.com,justdeedeemusic@gmail.com,2026-01-16,6:00pm,9:00pm,COMPLETED,Halliday Winery,Halliday Winery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
39ujmnu2cjn64hr61mq35ghfsu@google.com,justdeedeemusic@gmail.com,2026-01-18,3:00pm,6:00pm,COMPLETED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7lg4e16eniakn89dcd08hti8ru@google.com,justdeedeemusic@gmail.com,2026-01-30,6:00pm,9:00pm,COMPLETED,Das Weinhaus,JustDeeDeeMusic Live @ Das Weinhaus,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
19d3o15c095bb3sj9vjg76h8b6@google.com,justdeedeemusic@gmail.com,2026-01-31,5:00pm,7:00pm,COMPLETED,Tipsy Flamingo,Tipsy Flamingo,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0bfau4b8sd9fcchuecbdnpam6b@google.com,justdeedeemusic@gmail.com,2026-02-05,6:00pm,9:00pm,COMPLETED,Ridge & Rail,Ridge & Rail,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
63n85a4q4sv4smdllsfe9lumer@google.com,justdeedeemusic@gmail.com,2026-02-07,5:00pm,8:00pm,COMPLETED,Carso Rosso Winery,Carso Rosso Winery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5bt3r2gkrea98bkkpadj1jmh95@google.com,justdeedeemusic@gmail.com,2026-02-15,3:00pm,6:00pm,COMPLETED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
74gqltunvi337fnjp4c4k0q7vk@google.com,justdeedeemusic@gmail.com,2026-03-01,4:30pm,7:30pm,COMPLETED,Ridge & Rail,Ridge & Rail,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
65lnbq7eu5cv2m7dr1hc2qf7hn@google.com,justdeedeemusic@gmail.com,2026-03-07,6:00pm,9:00pm,COMPLETED,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
A7391F19-4A50-4C71-9C06-5DC1B4D110E2,justdeedeemusic@gmail.com,2026-03-14,6:00pm,8:00pm,COMPLETED,Patina Porch,Patina Porch,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7r4h5c9ep6v5bvv8ops3a9ku6n@google.com,justdeedeemusic@gmail.com,2026-03-15,3:00pm,6:00pm,COMPLETED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
10kolkcqhqip2ck7m3u85f1tp0@google.com,justdeedeemusic@gmail.com,2026-03-18,6:30pm,8:30pm,COMPLETED,Little Birdie Wine Nest,Little Birdie Wine Nest,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
50lctdhjfti2fgig26gtla0le4@google.com,justdeedeemusic@gmail.com,2026-03-25,7:00pm,10:00pm,COMPLETED,Ridge & Rail,Ridge & Rail,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7jhdvm94hva0216s3mmbfnealv@google.com,justdeedeemusic@gmail.com,2026-03-27,,,COMPLETED,JDDM Spring Tour,JDDM Spring Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7r1qk8l0kvd2u73tdb5od44ft3@google.com,JDDM Web Events,2026-03-27,,,COMPLETED,JDDM Spring Tour,JDDM Spring Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
5cdkqsduuu4fvacv3haq5m8b9u@google.com,justdeedeemusic@gmail.com,2026-04-11,7:00pm,10:00pm,COMPLETED,The Phoenix Brewing Company,The Phoenix Brewing Company,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7FDE5CB5-E344-4B46-B24D-CD2B224DD9E8,justdeedeemusic@gmail.com,2026-04-17,6:30pm,9:30pm,COMPLETED,Olesia’s,Olesia’s,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7rgbf9nmbsrrm5ei6hme33sghg@google.com,justdeedeemusic@gmail.com,2026-04-19,3:00pm,7:00pm,COMPLETED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
60msgdls9puefn4cg6gv51p9sc@google.com,justdeedeemusic@gmail.com,2026-04-24,6:00pm,9:00pm,COMPLETED,Bait House Brewery,Bait House Brewery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
6g6uh6se43trjafteianlklgqh@google.com,justdeedeemusic@gmail.com,2026-05-01,5:00pm,8:00pm,COMPLETED,Carso Rosso Winery,Carso Rosso Winery,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4jlqoo3fts3p1lg6vd2acvdnev@google.com,justdeedeemusic@gmail.com,2026-05-02,10:00am,12:00pm,COMPLETED,Haymaker Farmers' Market Music,Haymaker Farmers' Market Music,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
04vohko72mug00cnd5otfjmafv@google.com,justdeedeemusic@gmail.com,2026-05-02,5:00pm,8:00pm,PROPOSED,Baci Winery,Baci Winery - Proposed,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
6r6qd4hrtcp70lg22ds7boho4i@google.com,justdeedeemusic@gmail.com,2026-05-06,7:00pm,9:00pm,COMPLETED,Brighton Brewing,Brighton Brewing,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0hcvnimnt3esdlf82bjtdncuk9@google.com,JDDM Web Events,2026-05-08,6:00pm,10:00pm,COMPLETED,Private Event,JDDM 2026 Scheduled Private Event,,true,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
1s1fq43laem86f5kkg2deg65v6@google.com,JDDM Web Events,2026-05-09,1:00pm,6:00pm,COMPLETED,Private Event,JDDM 2026 Scheduled Private Event,,true,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
7lvje09ofgq6va704skuu887s6@google.com,justdeedeemusic@gmail.com,2026-05-15,7:30pm,10:30pm,COMPLETED,Village Inn,Village Inn,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
3go25crecvt5c5n2dn5s0fbl65@google.com,justdeedeemusic@gmail.com,2026-05-16,6:00pm,8:00pm,BOOKED,Main Street Wooster,Main Street Wooster,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5qvhm4thk3hgivl2b8sj15drej@google.com,justdeedeemusic@gmail.com,2026-05-17,3:00pm,6:00pm,BOOKED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5eimro6b288h380soce9cc560p@google.com,JDDM Web Events,2026-05-21,,,BOOKED,Private Event,JDDM 2026 Scheduled Private Event,,true,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
5jbj7cqe6k2gps6rojt0a9oij0@google.com,JDDM Web Events,2026-05-22,,,BOOKED,Private Event,JDDM 2026 Scheduled Private Event,,true,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
5iu41ai2tum33m1gq1uvsbo1mp@google.com,JDDM Web Events,2026-05-23,,,BOOKED,Private Event,JDDM 2026 Scheduled Private Event,,true,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
1tui6eij94k43a8c9vpg4kucp5@google.com,JDDM Web Events,2026-05-24,,,BOOKED,Private Event,JDDM 2026 Scheduled Private Event,,true,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
25vo7mh21ckba1muv2bfto0had@google.com,justdeedeemusic@gmail.com,2026-05-30,2:00pm,5:00pm,BOOKED,Castaway Craigs - Lake Milton,Castaway Craigs - Lake Milton,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
6pck8ccbrnt1dp2lri6esfshmj@google.com,justdeedeemusic@gmail.com,2026-06-06,2:00pm,5:00pm,BOOKED,Markko Vineyard,Markko Vineyard,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
6drjslp652taglafilkc3agclg@google.com,justdeedeemusic@gmail.com,2026-06-07,4:00pm,7:00pm,BOOKED,Paninis Brunswick,Paninis Brunswick,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
2ds75pvub86kj566d8g262qrv0@google.com,justdeedeemusic@gmail.com,2026-06-12,5:00pm,8:00pm,BOOKED,Pipe Creek Wharf,Pipe Creek Wharf,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4kg44ktggf0bf5f07rv8q66k56@google.com,justdeedeemusic@gmail.com,2026-06-13,6:00pm,9:00pm,BOOKED,LALA's in the lakes (trial),LALA's in the lakes (trial),,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0d723581nj9f26fl9uooscmdvk@google.com,justdeedeemusic@gmail.com,2026-06-18,,,BOOKED,JDDM Summer Tour,JDDM Summer Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
085mf1ln0sp70gd0184cji29ng@google.com,JDDM Web Events,2026-06-18,,,BOOKED,JDDM Summer Tour,JDDM Summer Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
537aq22nge6ml0eemgse7rrjcc@google.com,justdeedeemusic@gmail.com,2026-07-08,7:00pm,9:00pm,BOOKED,Brighton Brewing,Brighton Brewing,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0jcmr3h4i3jnlmmpcktho503c5@google.com,justdeedeemusic@gmail.com,2026-07-10,8:00pm,11:00pm,BOOKED,Village Inn,Village Inn,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
2E9A184E-0F73-43C1-892D-7D6CA9C16BB3,justdeedeemusic@gmail.com,2026-07-12,4:00pm,6:00pm,BOOKED,Crocker Park,Crocker Park,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7tl8af0baq2ibqssh0hmkc58if@google.com,justdeedeemusic@gmail.com,2026-07-17,6:00pm,9:00pm,BOOKED,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
2mrdbt3goib9v8g2kms4jqpgi9@google.com,justdeedeemusic@gmail.com,2026-07-18,6:00pm,9:00pm,BOOKED,Pint & Pie Works,Pint & Pie Works,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
45rv28t5bm1gelgtq31ejr4r3q@google.com,justdeedeemusic@gmail.com,2026-07-19,3:00pm,6:00pm,BOOKED,Das Weinhaus,Das Weinhaus,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
h1hpvvaukltetnnmlssef4o74s@google.com,justdeedeemusic@gmail.com,2026-07-25,6:00pm,8:00pm,BOOKED,White Timbers,White Timbers,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
uuslbh9qqdelp1un8bfub21b8s@google.com,justdeedeemusic@gmail.com,2026-07-26,1:00pm,4:00pm,BOOKED,Lorain Brewing,Lorain Brewing,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
13oiil9a2jiouktpsnejldnaet@google.com,justdeedeemusic@gmail.com,2026-07-31,5:00pm,8:00pm,PROPOSED,Baci Winery,Baci Winery - Proposed,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0u4ovf02t8kpgd4g8md71cs7gn@google.com,justdeedeemusic@gmail.com,2026-08-01,9:00am,12:00pm,BOOKED,Seville Farmers Market,Seville Farmers Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
288B1C09-705C-4C4F-92AA-32A5EB5CC7FC,justdeedeemusic@gmail.com,2026-08-02,2:00pm,5:00pm,BOOKED,Castaway Craigs - Lake Milton,Castaway Craigs - Lake Milton,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1ohhuq5le7a0lcfl4i62e3t2hi@google.com,justdeedeemusic@gmail.com,2026-08-07,5:00pm,8:00pm,BOOKED,Pipe Creek Wharf,Pipe Creek Wharf,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
61lvejoptcqi94f9f1bj0ng0r8@google.com,justdeedeemusic@gmail.com,2026-08-08,2:00pm,5:00pm,BOOKED,Markko Vineyard,Markko Vineyard,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1e444o6si6feukdkko56qqquj4@google.com,justdeedeemusic@gmail.com,2026-08-14,6:00pm,9:00pm,BOOKED,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
39pah3re4u66av8bvdv8qe7hhv@google.com,justdeedeemusic@gmail.com,2026-08-15,6:00pm,9:00pm,BOOKED,Pint & Pie Works,Pint & Pie Works,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1japr7ndhb4kvah96lat0bjfg0@google.com,justdeedeemusic@gmail.com,2026-08-16,3:00pm,6:00pm,BOOKED,Das Weinhaus,Das Weinhaus,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4uh80ul51m231ilj2gpg65rpqr@google.com,justdeedeemusic@gmail.com,2026-08-21,5:00pm,8:00pm,BOOKED,Pipe Creek Wharf,Pipe Creek Wharf,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
42bthrd9h5ju29dmj0dg1p6rm6@google.com,justdeedeemusic@gmail.com,2026-08-22,9:00am,12:00pm,BOOKED,Seville Farmers Market,Seville Farmers Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
36f4bcpuh1l6je590ijv0h8e3o@google.com,justdeedeemusic@gmail.com,2026-08-29,8:00pm,11:00pm,BOOKED,Travelers Grille,Travelers Grille,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
3n0cbvkt0jc9cedon95b56fjsg@google.com,JDDM Web Events,2026-08-29,8:00pm,11:00pm,BOOKED,JDDM 2026 Scheduled Public Event,JDDM 2026 Scheduled Public Event,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
1ab95f1o2uqpgo957c2rhbt66e@google.com,justdeedeemusic@gmail.com,2026-09-02,7:00pm,9:00pm,BOOKED,Brighton Brewing,Brighton Brewing,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
3e1cn51kdejpk5lqri851fl419@google.com,justdeedeemusic@gmail.com,2026-09-12,9:00am,11:00am,BOOKED,Wooster Famers Market,Wooster Famers Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5cjtmhfp0jvi3gv4k8k7u6fspq@google.com,justdeedeemusic@gmail.com,2026-09-19,8:00pm,11:00pm,BOOKED,Village Inn,Village Inn,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7gc49jbgduinqom4pu2pvnkrp0@google.com,justdeedeemusic@gmail.com,2026-09-20,3:00pm,6:00pm,BOOKED,Das Weinhaus,Das Weinhaus,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1bbf23v52c4ccbsp6qb9dritjt@google.com,justdeedeemusic@gmail.com,2026-09-26,2:00pm,5:00pm,BOOKED,Markko Vineyard,Markko Vineyard,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1ljoc15mjg68akfkgso3dgpmvm@google.com,justdeedeemusic@gmail.com,2026-10-02,6:00pm,9:00pm,BOOKED,Secret At Center,Secret At Center,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
5fibmau4lpu40hajlaq3hqnt5t@google.com,JDDM Web Events,2026-10-02,6:00pm,9:00pm,BOOKED,JDDM 2026 Scheduled Public Event,JDDM 2026 Scheduled Public Event,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
1o0olpjvbf74dfdlaclk527qob@google.com,justdeedeemusic@gmail.com,2026-10-17,5:00pm,7:00pm,BOOKED,Peninsula Coffee House and Market,Peninsula Coffee House and Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0vn5o1du65f5ohqgoqqs6s2o46@google.com,JDDM Web Events,2026-10-17,5:00pm,7:00pm,BOOKED,JDDM 2026 Scheduled Public Event,JDDM 2026 Scheduled Public Event,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
6ee0t8k3274buihub3msosjlaf@google.com,justdeedeemusic@gmail.com,2026-10-18,3:00pm,6:00pm,BOOKED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
01li5lh28cesub3jfhbccm9bnp@google.com,justdeedeemusic@gmail.com,2026-10-23,6:30pm,8:30pm,BOOKED,Fila Cellars,Fila Cellars,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4m35m6k10fstmvink5pq8jkqs7@google.com,JDDM Web Events,2026-10-23,6:30pm,8:30pm,BOOKED,JDDM 2026 Scheduled Public Event,JDDM 2026 Scheduled Public Event,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
7ve696o80eq3ce3taarfp3j0bc@google.com,justdeedeemusic@gmail.com,2026-11-04,7:00pm,9:00pm,BOOKED,Brighton Brewing,Brighton Brewing,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1jrmgadmedhov9qrdiu1gn00d2@google.com,justdeedeemusic@gmail.com,2026-11-13,6:00pm,9:00pm,BOOKED,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
4p33l7e4rs4ve9t6lqrp30o65t@google.com,justdeedeemusic@gmail.com,2026-11-15,3:00pm,6:00pm,BOOKED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0tahmuqn3abi1bni1ded4tfjkj@google.com,justdeedeemusic@gmail.com,2026-12-11,7:30pm,10:30pm,BOOKED,Village Inn,Village Inn,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0kbthq8fns079hnjb4v9hpk3c3@google.com,justdeedeemusic@gmail.com,2026-12-19,5:00pm,7:00pm,BOOKED,Peninsula Coffee House and Market,Peninsula Coffee House and Market,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
7snfc3aavu80pc9rib3aresoc1@google.com,JDDM Web Events,2026-12-19,5:00pm,7:00pm,BOOKED,JDDM 2026 Scheduled Public Event,JDDM 2026 Scheduled Public Event,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
7mciku64sqonu2aaojsf7cg8p3@google.com,justdeedeemusic@gmail.com,2026-12-20,3:00pm,6:00pm,BOOKED,Das Weinhaus Open Mic,Das Weinhaus Open Mic,,false,false,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
1pbrf88gfcbagh5gdqk6j90iqt@google.com,justdeedeemusic@gmail.com,2026-12-21,,,BOOKED,JDDM Holiday Tour,JDDM Holiday Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/justdeedeemusic@gmail.com.ics
0si5r9kv42tp7kanuvfh6s048e@google.com,JDDM Web Events,2026-12-21,,,BOOKED,JDDM Holiday Tour,JDDM Holiday Tour,,false,true,/Users/carterswarm/Downloads/Google Calendar Export.ical/JDDM Web Events_051b2fd8ffc9844eed9867801c9a348f546e282a484f7a33f47543273162a7ba@group.calendar.google.com.ics
